ID,email,password,Type
8643917,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
8846623,src/Magazine.csv,,
9789972,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
7305238,src/Book.csv,model.LoginFailedException: src/BorrowedItems.csv,src/Magazine.csv
4597026,src/CD.csv,src/Newsletter.csv,
7881565,src/Newsletter.csv,src/Client.csv,src/Magazine.csv
8828495,src/Newsletter.csv,src/BorrowedItems.csv,model.LoginFailedException: src/BorrowedItems.csv
7330561,model.RegistrationFailedException: ,model.LoginFailedException: model.RentingNotAllowedException: ,src/VirtualBook.csv
6984651,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
9186163,src/Magazine.csv,,
3223863,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
9118491,src/CD.csv,src/Newsletter.csv,
5086360,src/Book.csv,src/Book.csv,src/Magazine.csv
2285458,src/Client.csv,src/CD.csv,src/Book.csv
4036429,,src/CD.csv,src/Book.csv
1224624,hi!,hi!,
1916883,model.LoginFailedException: src/BorrowedItems.csv,,src/VirtualBook.csv
9419617,src/CD.csv,model.RentingNotAllowedException: ,hi!
8906012,src/CD.csv,src/Newsletter.csv,
9803567,src/Book.csv,src/Book.csv,src/Magazine.csv
2388223,src/Client.csv,src/CD.csv,src/Book.csv
6688670,,src/CD.csv,src/Book.csv
6923100,hi!,hi!,
6978721,model.LoginFailedException: src/BorrowedItems.csv,,src/VirtualBook.csv
7456292,src/CD.csv,model.RentingNotAllowedException: ,hi!
5656460,model.LoginFailedException: src/Magazine.csv,,model.LoginFailedException: src/Magazine.csv
3803381,,model.LoginFailedException: src/Magazine.csv,src/BorrowedItems.csv
1756181,src/CD.csv,src/Newsletter.csv,
6176628,src/Newsletter.csv,src/Client.csv,src/Magazine.csv
3726259,src/Newsletter.csv,src/BorrowedItems.csv,model.LoginFailedException: src/BorrowedItems.csv
4059627,model.RegistrationFailedException: ,model.LoginFailedException: model.RentingNotAllowedException: ,src/VirtualBook.csv
5874420,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
8141251,src/Magazine.csv,,
6955276,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
8314663,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
1579147,src/Magazine.csv,,
9775885,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
6563501,src/Book.csv,model.LoginFailedException: src/BorrowedItems.csv,src/Magazine.csv
7969233,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RentingNotAllowedException: ,model.LoginFailedException: src/BorrowedItems.csv
7759764,model.RegistrationFailedException: src/Client.csv,model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: hi!
2425076,model.LoginFailedException: model.RentingNotAllowedException: src/Newsletter.csv,hi!,src/Newsletter.csv
8371647,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
3826073,src/Magazine.csv,,
2016092,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
6959462,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: src/CD.csv,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv
2700824,model.LoginFailedException: src/Magazine.csv,,model.LoginFailedException: src/Magazine.csv
5367057,,model.LoginFailedException: src/Magazine.csv,src/BorrowedItems.csv
2596520,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RentingNotAllowedException: ,model.LoginFailedException: src/BorrowedItems.csv
3796873,model.RegistrationFailedException: src/Client.csv,model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: hi!
9385700,model.LoginFailedException: model.RentingNotAllowedException: src/Newsletter.csv,hi!,src/Newsletter.csv
4960674,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
1101859,src/Magazine.csv,,
9062326,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
9216708,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: src/CD.csv,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv
4964809,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
3564621,src/Magazine.csv,,
9435435,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
4390043,src/Book.csv,model.LoginFailedException: src/BorrowedItems.csv,src/Magazine.csv
2905649,src/CD.csv,src/Newsletter.csv,
1380380,src/Newsletter.csv,src/Client.csv,src/Magazine.csv
6983482,src/Newsletter.csv,src/BorrowedItems.csv,model.LoginFailedException: src/BorrowedItems.csv
3563371,model.RegistrationFailedException: ,model.LoginFailedException: model.RentingNotAllowedException: ,src/VirtualBook.csv
6304468,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
6427543,src/Magazine.csv,,
3042422,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
9267021,src/CD.csv,src/Newsletter.csv,
2908500,src/Book.csv,src/Book.csv,src/Magazine.csv
8724173,src/Client.csv,src/CD.csv,src/Book.csv
7976772,,src/CD.csv,src/Book.csv
5532950,hi!,hi!,
3555983,model.LoginFailedException: src/BorrowedItems.csv,,src/VirtualBook.csv
2123823,src/CD.csv,model.RentingNotAllowedException: ,hi!
6688294,src/CD.csv,src/Newsletter.csv,
4998262,src/Book.csv,src/Book.csv,src/Magazine.csv
7782098,src/Client.csv,src/CD.csv,src/Book.csv
6460496,,src/CD.csv,src/Book.csv
1487744,hi!,hi!,
2392766,model.LoginFailedException: src/BorrowedItems.csv,,src/VirtualBook.csv
1174579,src/CD.csv,model.RentingNotAllowedException: ,hi!
3579780,model.LoginFailedException: src/Magazine.csv,,model.LoginFailedException: src/Magazine.csv
5869925,,model.LoginFailedException: src/Magazine.csv,src/BorrowedItems.csv
5830277,src/CD.csv,src/Newsletter.csv,
9452532,src/Newsletter.csv,src/Client.csv,src/Magazine.csv
8493732,src/Newsletter.csv,src/BorrowedItems.csv,model.LoginFailedException: src/BorrowedItems.csv
6379937,model.RegistrationFailedException: ,model.LoginFailedException: model.RentingNotAllowedException: ,src/VirtualBook.csv
4321956,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
6715777,src/Magazine.csv,,
5698286,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
6596080,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
2866087,src/Magazine.csv,,
4341217,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
3024618,src/Book.csv,model.LoginFailedException: src/BorrowedItems.csv,src/Magazine.csv
8060266,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RentingNotAllowedException: ,model.LoginFailedException: src/BorrowedItems.csv
9333755,model.RegistrationFailedException: src/Client.csv,model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: hi!
5893002,model.LoginFailedException: model.RentingNotAllowedException: src/Newsletter.csv,hi!,src/Newsletter.csv
3776468,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
3002762,src/Magazine.csv,,
2634585,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
6735991,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: src/CD.csv,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv
5667841,model.LoginFailedException: src/Magazine.csv,,model.LoginFailedException: src/Magazine.csv
5395886,,model.LoginFailedException: src/Magazine.csv,src/BorrowedItems.csv
4307512,8naHBeAWJllU4se9kbwM38MDj@gmail.com,Qwer!234,student
8525359,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RentingNotAllowedException: ,model.LoginFailedException: src/BorrowedItems.csv
1452627,model.RegistrationFailedException: src/Client.csv,model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: hi!
6001494,model.LoginFailedException: model.RentingNotAllowedException: src/Newsletter.csv,hi!,src/Newsletter.csv
1339607,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
9811167,src/Magazine.csv,,
8528129,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
6929655,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: src/CD.csv,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv
2622832,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
6745432,src/Magazine.csv,,
8741242,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
2300608,src/Book.csv,model.LoginFailedException: src/BorrowedItems.csv,src/Magazine.csv
9219280,src/CD.csv,src/Newsletter.csv,
1063579,src/Newsletter.csv,src/Client.csv,src/Magazine.csv
2195602,src/Newsletter.csv,src/BorrowedItems.csv,model.LoginFailedException: src/BorrowedItems.csv
4985735,model.RegistrationFailedException: ,model.LoginFailedException: model.RentingNotAllowedException: ,src/VirtualBook.csv
6348691,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
7160877,src/Magazine.csv,,
3525115,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
4465595,src/CD.csv,src/Newsletter.csv,
2693458,src/Book.csv,src/Book.csv,src/Magazine.csv
2477189,src/Client.csv,src/CD.csv,src/Book.csv
2448508,,src/CD.csv,src/Book.csv
9573772,hi!,hi!,
2159398,model.LoginFailedException: src/BorrowedItems.csv,,src/VirtualBook.csv
5545811,src/CD.csv,model.RentingNotAllowedException: ,hi!
6341473,src/CD.csv,src/Newsletter.csv,
3242266,src/Book.csv,src/Book.csv,src/Magazine.csv
5238940,src/Client.csv,src/CD.csv,src/Book.csv
4089284,,src/CD.csv,src/Book.csv
4524418,hi!,hi!,
8981343,model.LoginFailedException: src/BorrowedItems.csv,,src/VirtualBook.csv
7202024,src/CD.csv,model.RentingNotAllowedException: ,hi!
1159277,model.LoginFailedException: src/Magazine.csv,,model.LoginFailedException: src/Magazine.csv
9258390,,model.LoginFailedException: src/Magazine.csv,src/BorrowedItems.csv
8430191,src/CD.csv,src/Newsletter.csv,
1452532,src/Newsletter.csv,src/Client.csv,src/Magazine.csv
9060283,src/Newsletter.csv,src/BorrowedItems.csv,model.LoginFailedException: src/BorrowedItems.csv
4483297,model.RegistrationFailedException: ,model.LoginFailedException: model.RentingNotAllowedException: ,src/VirtualBook.csv
7460524,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
5923741,src/Magazine.csv,,
1139691,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
8752011,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
9395725,src/Magazine.csv,,
7264068,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
2413957,src/Book.csv,model.LoginFailedException: src/BorrowedItems.csv,src/Magazine.csv
9811934,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RentingNotAllowedException: ,model.LoginFailedException: src/BorrowedItems.csv
6543369,model.RegistrationFailedException: src/Client.csv,model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: hi!
7900013,model.LoginFailedException: model.RentingNotAllowedException: src/Newsletter.csv,hi!,src/Newsletter.csv
9184392,model.RentingNotAllowedException: src/Newsletter.csv,model.RegistrationFailedException: ,src/VirtualBook.csv
8826434,src/Magazine.csv,,
7343605,model.RentingNotAllowedException: src/Newsletter.csv,src/Newsletter.csv,src/BorrowedItems.csv
3671397,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv,model.RegistrationFailedException: src/CD.csv,model.LoginFailedException: model.RegistrationFailedException: src/CD.csv
2275436,model.LoginFailedException: src/Magazine.csv,,model.LoginFailedException: src/Magazine.csv
5244664,,model.LoginFailedException: src/Magazine.csv,src/BorrowedItems.csv
7785175,rM4wyUiMcUV7VQyh70yuLjxv1@gmail.com,Qwer!234,student
1365758,JfJsky7mpiDxIgD8M4YWc2tRn@gmail.com,Qwer!234,student
7029132,uxBNYrWjTBOVmHVH0f8R7gXH0@gmail.com,Qwer!234,student
5775027,pdYNn5f8zE0WziaN5hkjuamms@gmail.com,Qwer!234,student
3581006,dcAathsEbQqVwU5UfTsjTHJBr@gmail.com,Qwer!234,student
2010416,TLSh9WxBn2tkbB0OOOisaUJbQ@gmail.com,Qwer!234,student
5451215,v8j01gAhOa5f17yyf8cbQzyV2@gmail.com,Qwer!234,student
5069749,gNAEXr3vzcdATthWm5Gg6qVd8@gmail.com,Qwer!234,student
4542235,n1TQGeqlTTHSlBNshAkcIeaSi@gmail.com,Qwer!234,student
4850719,3tNC4mmUhqcFCiRIud8bsqNgv@gmail.com,Qwer!234,student
3133015,JZ6vO2jd7xbc3nELC9g8sRMoC@gmail.com,Qwer!234,student
7794066,jxJdL8sxXQZtPFFdwWPIyhdeZ@gmail.com,Qwer!234,student
9790035,Fm23glB9n0FUEfz1MfnGzxohA@gmail.com,Qwer!234,student
4458859,RadmqlxmNyvQX7ogbVXKVTTaq@gmail.com,Qwer!234,student
5568835,SFexHDhktUYxOlZNN5YIAwhrJ@gmail.com,Qwer!234,student
1952855,XKmkpNbbuw2XCkYCPFy65nPt6@gmail.com,Qwer!234,student
3501651,fzxKeNe1xBDiyqApYqKibAAr5@gmail.com,Qwer!234,student
9625197,VJh3dBCGEqDenkuE8L2RLmvTl@gmail.com,Qwer!234,student
1176451,n0trgeZ88N4ibLHhqak8nr5yO@gmail.com,Qwer!234,student
8458869,DMuHUoOb4YzzhHzttLrhbGsTr@gmail.com,Qwer!234,student
3800320,a3ZALl0rexooCo4UWb9ZGdvwM@gmail.com,Qwer!234,student
9243930,3iy6lZFGLGDhBgwwGRq9AsygR@gmail.com,Qwer!234,student
4940190,VZCkLXotLmSWJVMfXHwR64J2R@gmail.com,Qwer!234,student
2683331,WQsHAvOZcZp3PAm6274QqyWHP@gmail.com,Qwer!234,student
7368024,aVTEfiDUqv89jid2he2N3nJh7@gmail.com,Qwer!234,student
5731725,SS0VFtHP9mVEhGNohYOpHVqkn@gmail.com,Qwer!234,student
9694698,KUPYRnTQLqvXSCYa6lF8OY7YU@gmail.com,Qwer!234,student
5293783,aM3jos5xPfgAS2PsEbQS21cHm@gmail.com,Qwer!234,student
3553817,Py0C6xV3oUnNxFgJeQlHbyhGq@gmail.com,Qwer!234,student
7465922,hgIvlVeXoMeLZXUooHCxrf84q@gmail.com,Qwer!234,student
3315157,oUCq56yYymMSBckax1OzIoqQW@gmail.com,Qwer!234,student
1803591,8fjybnMcr1CuUM0mFrFrkx3WA@gmail.com,Qwer!234,student
7998607,oLrKYYHTzIKA76AVZDt23sGk3@gmail.com,Qwer!234,student
4979649,Qyn6HlZDun0zVB7x83vHQTshU@gmail.com,Qwer!234,student
5429983,CGswSWxQPQCZR97dnNHmxtK82@gmail.com,Qwer!234,student
1331467,8kop7QIbE72wW6TFDAHGjYXBQ@gmail.com,Qwer!234,student
8521081,7wdWldwqIhZlN5HRWgKFwTxXT@gmail.com,Qwer!234,student
9253199,alreadyregistered@example.com,Password123,User
3147536,user+123@example.com,StrongPassword1,User
6396253,XvuJLhHntLMaaJ1e6tO2kWB32@gmail.com,Qwer!234,student
5036959,PO1inA18DEudEL90ZVnjDcuAs@gmail.com,Qwer!234,student
4531493,LTVtWkUJT5ZYpxt72qOJNhLvg@gmail.com,Qwer!234,student
6283770,wLzqZirudxRlzMofwxcGPYTUo@gmail.com,Qwer!234,student
9742018,wdKiOEiXqt2ydcNoStRubehh6@gmail.com,Qwer!234,student
9846462,OpVSxEEOu8bAS3iBPwhvuP74p@gmail.com,Qwer!234,student
5228570,q9ecroE73JxPxafv27Z7ziear@gmail.com,Qwer!234,student
3758637,wZwv3z3stXbQnDWWnPMomojFm@gmail.com,Qwer!234,student
9862064,d3fUdEmJRT5IkEhr2R0kchqRU@gmail.com,Qwer!234,student
7576688,mNrEtbToLVkgE1JjbE7VejbRl@gmail.com,Qwer!234,student
8094833,L3xwd9LOZQNgzZ6KwzrrvBmqX@gmail.com,Qwer!234,student
2526911,Ldnkd4yduDFzpMAYhIToTFoeT@gmail.com,Qwer!234,student
6755959,0B6vlnqcB1VY1qms1z5judAZa@gmail.com,Qwer!234,student
5755670,oEHJimXfQP0LtptkyqLokA1jT@gmail.com,Qwer!234,student
2023639,lPCCXmRsGWicN4i6j8nOT51qH@gmail.com,Qwer!234,student
9118572,ZmWNJahbcK9N4gulgslkDWSce@gmail.com,Qwer!234,student
1005497,hgNlg0E91uhzrhp8Hv1eWSGPB@gmail.com,Qwer!234,student
3358176,rNWf8SSaMtAcuCz9k7RLHFyU5@gmail.com,Qwer!234,student
3491674,3nV6EYoDE867ndJbGKPREfNor@gmail.com,Qwer!234,student
8987204,n2KbERVA3ClkIUc8EP3ibtXGl@gmail.com,Qwer!234,student
7862765,py4n6VKbX5MeB6aduNka1flT8@gmail.com,Qwer!234,student
8841370,fail@client.com,password123,User
2973594,FJMjffM4HTS8jkqzXnRn2yaLe@gmail.com,Qwer!234,student
2885782,format@client.com,password123,User
4574230,new@client.com,password123,User
7422213,fail@client.com,password123,User
9404357,xL5rLB4JdIHuGdMbk9vqDIwtd@gmail.com,Qwer!234,student
6827631,format@client.com,password123,User
9889464,new@client.com,password123,User
4987874,fail@client.com,password123,User
