ID,email,password,Type
1027510,hi!,src/Newsletter.csv,src/BorrowedItems.csv
9129569,model.RegistrationFailedException: src/Book.csv,src/VirtualBook.csv,model.RegistrationFailedException: src/Book.csv
7642863,model.RentingNotAllowedException: ,model.RegistrationFailedException: src/Book.csv,src/CD.csv
3957138,src/Client.csv,src/VirtualBook.csv,
8723295,src/Newsletter.csv,src/Client.csv,src/CD.csv
1044460,src/Newsletter.csv,model.RentingNotAllowedException: hi!,model.RentingNotAllowedException: hi!
9716277,src/Magazine.csv,src/Magazine.csv,src/CD.csv
4328943,model.RegistrationFailedException: src/Magazine.csv,src/Newsletter.csv,model.RegistrationFailedException: src/Magazine.csv
4819284,,,
9678098,hi!,src/CD.csv,model.LoginFailedException: hi!
9504959,src/Magazine.csv,src/CD.csv,model.RentingNotAllowedException: hi!
1229221,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Magazine.csv,
2976281,,,model.RegistrationFailedException: src/Book.csv
2129120,model.RegistrationFailedException: ,src/BorrowedItems.csv,model.RegistrationFailedException: 
5891624,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Book.csv,
1600618,src/CD.csv,src/VirtualBook.csv,src/Newsletter.csv
1727866,model.LoginFailedException: hi!,src/Newsletter.csv,model.RegistrationFailedException: model.RentingNotAllowedException: hi!
2727532,src/CD.csv,,model.RegistrationFailedException: src/Book.csv
4498208,src/Magazine.csv,,src/VirtualBook.csv
8138322,hi!,src/BorrowedItems.csv,src/Book.csv
3088575,src/Newsletter.csv,src/BorrowedItems.csv,
8053832,hi!,src/Newsletter.csv,src/BorrowedItems.csv
2677640,model.RegistrationFailedException: src/Book.csv,src/VirtualBook.csv,model.RegistrationFailedException: src/Book.csv
9337871,model.RentingNotAllowedException: ,model.RegistrationFailedException: src/Book.csv,src/CD.csv
4070663,src/Client.csv,src/VirtualBook.csv,
4412535,src/Newsletter.csv,src/Client.csv,src/CD.csv
1224927,src/Newsletter.csv,model.RentingNotAllowedException: hi!,model.RentingNotAllowedException: hi!
7379090,src/Magazine.csv,src/Magazine.csv,src/CD.csv
3690786,model.RegistrationFailedException: src/Magazine.csv,src/Newsletter.csv,model.RegistrationFailedException: src/Magazine.csv
5728745,,,
9354156,hi!,src/CD.csv,model.LoginFailedException: hi!
3538240,src/Magazine.csv,src/CD.csv,model.RentingNotAllowedException: hi!
9644305,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Magazine.csv,
2511427,,,model.RegistrationFailedException: src/Book.csv
4448414,model.RegistrationFailedException: ,src/BorrowedItems.csv,model.RegistrationFailedException: 
9477691,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Book.csv,
2446242,src/CD.csv,src/VirtualBook.csv,src/Newsletter.csv
4756513,model.LoginFailedException: hi!,src/Newsletter.csv,model.RegistrationFailedException: model.RentingNotAllowedException: hi!
7217323,src/CD.csv,,model.RegistrationFailedException: src/Book.csv
1903585,,model.RegistrationFailedException: ,model.RegistrationFailedException: 
2102388,hi!,hi!,src/Book.csv
7827721,src/VirtualBook.csv,,hi!
8676304,model.RegistrationFailedException: src/Magazine.csv,model.RentingNotAllowedException: hi!,hi!
1508514,src/Magazine.csv,,src/VirtualBook.csv
7264400,hi!,src/BorrowedItems.csv,src/Book.csv
3618280,src/Newsletter.csv,src/BorrowedItems.csv,
9835203,hi!,src/Newsletter.csv,src/BorrowedItems.csv
4790867,model.RegistrationFailedException: src/Book.csv,src/VirtualBook.csv,model.RegistrationFailedException: src/Book.csv
4279489,model.RentingNotAllowedException: ,model.RegistrationFailedException: src/Book.csv,src/CD.csv
4275773,src/Client.csv,src/VirtualBook.csv,
4535092,src/Newsletter.csv,src/Client.csv,src/CD.csv
5554399,src/Newsletter.csv,model.RentingNotAllowedException: hi!,model.RentingNotAllowedException: hi!
3991238,src/Magazine.csv,src/Magazine.csv,src/CD.csv
5256225,model.RegistrationFailedException: src/Magazine.csv,src/Newsletter.csv,model.RegistrationFailedException: src/Magazine.csv
9753270,,,
9725437,hi!,src/CD.csv,model.LoginFailedException: hi!
9360145,src/Magazine.csv,src/CD.csv,model.RentingNotAllowedException: hi!
7151943,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Magazine.csv,
2541545,,,model.RegistrationFailedException: src/Book.csv
7463579,model.RegistrationFailedException: ,src/BorrowedItems.csv,model.RegistrationFailedException: 
1142300,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Book.csv,
8661604,src/CD.csv,src/VirtualBook.csv,src/Newsletter.csv
3992440,model.LoginFailedException: hi!,src/Newsletter.csv,model.RegistrationFailedException: model.RentingNotAllowedException: hi!
8611895,src/CD.csv,,model.RegistrationFailedException: src/Book.csv
9454681,src/Magazine.csv,,src/VirtualBook.csv
6565348,hi!,src/BorrowedItems.csv,src/Book.csv
3739152,src/Newsletter.csv,src/BorrowedItems.csv,
1420397,hi!,src/Newsletter.csv,src/BorrowedItems.csv
3593515,model.RegistrationFailedException: src/Book.csv,src/VirtualBook.csv,model.RegistrationFailedException: src/Book.csv
7085389,model.RentingNotAllowedException: ,model.RegistrationFailedException: src/Book.csv,src/CD.csv
6829106,src/Client.csv,src/VirtualBook.csv,
5095560,src/Newsletter.csv,src/Client.csv,src/CD.csv
7985263,src/Newsletter.csv,model.RentingNotAllowedException: hi!,model.RentingNotAllowedException: hi!
4291582,src/Magazine.csv,src/Magazine.csv,src/CD.csv
9408381,model.RegistrationFailedException: src/Magazine.csv,src/Newsletter.csv,model.RegistrationFailedException: src/Magazine.csv
4352211,,,
4650987,hi!,src/CD.csv,model.LoginFailedException: hi!
8257251,src/Magazine.csv,src/CD.csv,model.RentingNotAllowedException: hi!
7085959,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Magazine.csv,
8948478,,,model.RegistrationFailedException: src/Book.csv
5861063,model.RegistrationFailedException: ,src/BorrowedItems.csv,model.RegistrationFailedException: 
7817781,model.RegistrationFailedException: model.RentingNotAllowedException: hi!,model.RegistrationFailedException: src/Book.csv,
2612373,src/CD.csv,src/VirtualBook.csv,src/Newsletter.csv
6845352,model.LoginFailedException: hi!,src/Newsletter.csv,model.RegistrationFailedException: model.RentingNotAllowedException: hi!
9687595,src/CD.csv,,model.RegistrationFailedException: src/Book.csv
3004332,,model.RegistrationFailedException: ,model.RegistrationFailedException: 
6961578,hi!,hi!,src/Book.csv
1610885,src/VirtualBook.csv,,hi!
3413539,model.RegistrationFailedException: src/Magazine.csv,model.RentingNotAllowedException: hi!,hi!
